user,relevant,developer
"Google’s Maps navigation app is by far the best navigational app there is as of now. With Waze coming in at a close second and Apple’s own navigation app not too far behind. It is the most robust, easy to use, and trustworthy navigation app in my opinion. I have used all three and even with the newest additions of iOS 11, I still have see my timing to some destinations in Apple Maps as incorrect. That raises an eyebrow. Waze is excellent as well, but Google Maps has information that is almost always spot on. Google has truly made something here that people will use for generations to come and it will only evolve into something better.",0,
"I have up until recently been using Google maps. For a while it was great. It has amazing features. For that I give it two stars. Now, however, Google has begun doing what it is notorious for... collecting lots of info on you... right in your maps app. My maps have begun recording search history. Google now knows where I go and when and stores this automatically even when I try to turn this feature off. Almost overnight my app goes from 112 gb to 500 or more because of this feature making it much harder to keep on my ipad. One time it went over a Gig. I am sad to say I am looking for alternatives now. This is just too much information and to much space on my tablet. For crying out loud, its a map app. Minus three stars for storing my travel history and making it hard to turn off!",0,
"I have never ended up at a road closed sign and had to be rerouted for an hour by Google Maps until today. My friend and I recently used this app to get from Marlinton, WV to Yeager Airport. The map took us a way that actually took us to a road closed sign in a campground. This put us back an hour to get to our flight. This was in the dark and there was no phone service (typical for West Virginia to have no phone service though). Thankfully the GPS of Google Maps still worked when I lost WiFi. It worked because I looked up directions when I still had WiFi before we left the house. We left the house at 1:00am and were supposed to get at the airport at 3:45am. We ended up getting there at 4:45am for our 5:35 flight that boarded at 5:05am. So thank you Google Maps for working when we did not have any phone service, it really was a blessing from God that Google Maps was still able to guide us! (It was basically just a map with the blue marker to mark where we were with no directions, but still helped a lot!) Though, can this problem be fixed? We should have known better, but this road closed sign should be updated for the future.",0,
"If you asked me several years ago I would swear by this app! It has never flawed my expectations, very aware of live traffic flaws and gave suggestions accordingly. However, since the summer my favorite app has Dementia, it has no clue where 75% the addresses are that I enter. To the point you need to backtrack and see which address it cannot locate, and then remove from your trip list. Which is where Apple’s Maps app picks up the slack. Why do I need to run TWO apps at the same time, to do one job I fathom?? GOOGLE PLEASE FIX WHATEVER YOU CHANGED BECAUSE THIS IS RIDICULOUS! This was the greatest of all times and then suddenly just started losing.. I just realized there was an update yesterday 6/4/19 now I’m arriving to locations that I am literally MILES AWAY FROM!!! Fix back whatever you did Google this this is ridiculously annoying now.",0,
"I am finding that google maps often doesn’t clearly identify the highways by number. It might identify by the road name but if one is not local and therefore not familiar with road names, it can be confusing. I have trouble building a trip with several stops. I would like to identify the distance travelled to each stopping point ending with the total distance traveled to complete the trip. Trips that originate in Canada show the mileage in Kilometres. I used to be able to convert that to miles, but I seem to have lost that option. I think all of these features were available at one but somewhere along the line, probably with an update, they have been deleted. In my opinion the deletion of those feature has ruined the site for me.",0,
"I always use Google Maps for everything, especially when trying to figure out how long it’ll take me to get from place to place via bus. That being said, I really wish there was a way to add in more locations that are your frequent or specified places to go that’ll show up the same way that “Home” and “Work” do. I have two jobs (possibly soon to be three) and commuting between school, two homes, three job locations, and other places I tend to frequent on a daily basis is a bit inefficient as I need to be searching for them when they disappear from my recents. Having this feature would be helpful and efficient to my (and hopefully others’) daily commuting.",0,
"Google Maps is an amazing way to get to your destination. It takes you on the best route and even gives you suggestions to avoid clogged roads or construction zones. However, there are some simple things that would make my and other people’s experience better. For example, if I could write my own path to go somewhere, like a back way or a trail, it would help. Maybe I have a trail I have to follow that I always get lost on, what do I do? In addition, it’d be nice to be able to say “Hey Siri, take me to my home via google maps” Who knows maybe someone is driving. All in all, Google Maps helps you explore the world, but is missing some basic things that would make the experience much better.",0,
"For some reason the satellite view just turns completely grey or white. I have to zoom all the way in to hopefully get a to see the location. This just started happening in the last 2 months. It’s every single day but weirdly last week it’s t worked fine but now it’s back to the grey and white. I googled it and it say “your phone speed isn’t loading the maps quick enough.” That is not the case. I have a iPhone 10 with TMobile and I have done numerous speed checks and the speed Is always between 20-40mbs. I am more looking for advice from google on how to fix this problem. I have already tried reinstalling the app many times, tried factory reset on my phone, tried reset net work setting and also got a new sim cause I hear they can go bad. Someone please help.",0,
"Idk what happened to Google and Google Maps, but it took a nosedive and it’s no longer on my phone. -directions are no longer useful, and are inaccurate. Recently took a trip to New York, and we had to make about 20 detours (no joke) because of Maps not giving accurate information. This is on a clear sunny day with only google maps running. We lost about 3,5 hours of time with these mistakes and that is unacceptable. -while in New York, google maps randomly switched between “walking” and “driving” when giving directions. This is a a huge pain, becuase you think you are goin somewhere close (walking) and google has you driving 12 miles when you are in fact walking. Vice versa, you will be in the car driving, and google is giving walking directions, WITH NO EASY WAY TO SWITCH. -parking saving on google maps was a disaster. Multiple times it lost our parking place, and wasted HOURS of walking around tryin to find our car. -the heading direction (arrow) was consistently incorrect. We would be walking thinking we are following the directions, all of a sudden the arrow rotated and in fact we have been walking the wrong direction for half a mile. Again, unacceptable. Bottom line: do not use google maps if you want to spare your sanity. Trust me.",0,
"I honestly don’t care to have the shortcut bubbles on the front page of Google maps which help me get to places faster because they obscure my view of the map. If there were any possibility to remove them I would give the new update a higher rating. Actually, inserting these bubbles last week is the only reason why am writing this review and giving a one star. Also, I regret that Google has decided to remove from a previous (and old) very good version the ability to tap a small white bullet at, say a turn, so that you could see what street you would be turning on, or what freeway ramp you would be exiting, and only left the option to have to zoom into the map or go to the list of directions. I would appreciate it if these features were allowed to remain by giving one the option to select them in the settings.",0,
"A friend recommended Bleu Root to a big group of us going to lunch together.  While I like interesting flavors and am a little adventurous, I looked at the menu in advance and it looked a little too gourmet for me, like maybe not enough mainstream options. But I’m glad we went, because it was delicious! Although they had several soups from which to choose, their beef barley soup was there soup of the day. I’m not particularly a soup person, but I ordered it anyway, and it was delicious! Then I ordered a mushroom asiago flat bread that was also delicious. I would go back, and I would recommend. It seemed everyone in the group loved their food! And the service was very pleasant and helpful.",0,
"I’ve loved this app and have relied on it for years with no problems. As of the start of this year, however, it seems to be constant problems. The app is often locked up and doesn’t realize I’m moving, doesn’t know where I’m located (by thinking I’m located in a different place than I actually am) and, in a few instances, the screen has flipped upside down and wouldn’t flip back. Often when these would happen, I’ve noticed there was an update and I’d do that and the issue has been fixed momentarily. Idk what’s been going on lately but the updates just aren’t doing it. Since I’m on the road a lot for work, I really need a reliable app to get where I’m going and know how traffic is. Unfortunately, with the way google maps has been acting the last 2 months I may have to start using something else that’s more reliable and a lot less stressful to use.",0,
This is another gem from Google. It makes your life super easy by removing all the navigation hassle. Finds you better routes and ensure you reach your destination. However I don't understand why hasn't Google added the feature to show speed limit on the map when other apps like apple maps and Waze have this for long time. Please add it and It would add so much value to this amazing app. Another thing that I sometimes get annoyed with is that it will leave on the middle of a shopping complex's parking lot or the middle of the road without taking you to the exact shop or office you entered as destination. I hope these things will be addressed soon. Thanks,1,"Speed limits in navigation should be available in your country! Thank you for your patience as we roll this feature out. To use this feature (once it’s available to you) in the latest version of Google Maps just start driving navigation. In some locations, the maximum speed limit appears as a black and white box. In other locations, the maximum speed limit may appear as a red and white circle. You can learn more about this feature in this Google Maps Help Center article: https://support.google.com/maps/answer/3273406"
"I drive a semi-truck on dedicated routes, and use google to navigate other than an expensive truck specific GPS.  Up until several months ago, I could have maps open in the background and it would pause whatever I was listening to to give me verbal turn-by-turn prompts.  Then, without warning, all I can get it to do is give me a visual notification instead of an audible one.  Can we get that back, or if I’m missing something in settings, respond with how to fix it? Also, it would be great to get the ‘on map’ toggle between views again?   Now it is a whole hassle to go to settings, and then scroll down to satellite on or off.  The button is on the map before I tap “start”, why can’t it just stay there?",0,
I have been misguided by your App for about 5 times. Luckily I know the city. I can show your huge mistake. You can put people in dangerous if it is in bad area and nite. You can be sued if somebody is guided to wrong spots and suffer incidents. Do not complain later. I would do it for I trusted you the best way.  Also you place us to drive into toll roads and my son got ticket. He is stopping to using you.   Another annoying problem is forcing people to jump into the freeway. Let people choose streets if it please them for several reason. Cars problems is one of them.  Ex: New Year’s I did not want to take the 405 Fwy back home; the ramp was closed by the police and your map insisted us to take that ramp.  I tried to force to be rerouted but you declined and insisted on one way. The 405FWY is very dangerous late night in certain areas.  Learn about the places. Listen to the police and the community. They will thank you.,0,
"Though I was only able to live in this apartment community for a short amount of time due to a job transfer, this has been a great place to live.  From the office staff; Crystal and Melissa, to the new and clean apartments, to the beautiful views you get of the area, I was very happy.  I mostly used the work out facilities, that are very clean, machines first rate, and weight lifting equipment also new and clean.  They even offer training classes on the weekends, as well as many other community events.  If I ever get sent back to the Canton area, this would be the first place I would look to live again.  Thank you for being so wonderful and easy to work with.",0,
"Has been a great app, no issues until recently. I have tinkered with all of the settings I can find and have the app set to only access my location when the app is in use however I keep finding that it’s using location tracking well after the app has been completed closed. There’s been a few times where I haven’t launched the app in days and I will see the location icon, search my settings to see which app was using my location and it’s this app. I don’t want to completely disable it as I do use it for traffic detours on occasion. Otherwise no complaints. Great for directions, searching for businesses, and in my real estate research.",0,
"I thank you Erie Company for being the best. The roofing job on my house was completed in 2 days. The men working on the roof were courteous and so professional. They not only made my house look good but went over and beyond the call of duty. When the roofing job was completed they also raked up the leaves in my front yard and cleaned my car port. I was thrilled. I have been showing off my new roof to relatives, friends and neighbors. All who saw my house before the new roof was installed can see the difference. I am so pleased with my new roof and all the extras that were done to make sure my home is safe and secure. Thank you so much Erie Company. A very satisfied customer, Alda Epps",0,
"I have been using google maps for a long time. It’s been giving me a headache recently. The sharing location feature is something I have to have to locate drivers and provide location updates for brokers.  Suddenly it has stopped sharing location with all of them. I have tried to add them back, but unsuccessful. My other friends have the same issue. My son and my husband tried to do location sharing each other for a good deal of time yesterday and is just not working. I have tried that too on my end and they will appear for a day or two or a couple of hours then they just disappear. No matter how many times we try sharing location again, it won’t work even though we set to share location to “ always “ . I hope google can fix this issue before I completely delete this app from my phone. Very frustrating:(",0,
"I’m going to be critical with this review. Every time I use this, it’s issue after issue after issue. When I’m driving and need directions, I would be on route and all of a sudden, it will say RE-ROUTING! If I miss a turn, it will take a solid 2-3 minutes before it comes back with a new route for me to take. Therefore, I’m driving without a clue where I’m going. There are times where I need the GPS (which btw stands for Gigantic Piece of Stupidity) to talk and give me directions and it won’t even tell me how long to stay on this road or turn here. Having me to take my eyes off the road (which we all know is dangerous while driving.) Either test your updates or demolish this app. It’s like a GPS for dummies. I wouldn’t give this app a star but it’s required so congrats Google. They better read this and the others. I was reading some of the others and clearly I’m not the only one angry.",0,
"This hadn’t happened to me until today, I have always loved the app but today I had chosen a specific route and in the middle of driving it said there was traffic and it found a faster route, went on to say that it would reroute to the faster route unless I tapped not to... obviously I was driving on a dangerous curve and couldn’t tap and so it rerouted me without me wanting it to and I just think that is so dangerous! Then I had to try and get it back to the route I chose while driving! It did it to me a couple times after as well but I was able to tap not to do it but that is not always possible. I tried to disable the rerouting option and couldn’t find the option. Please make an option to disable that feature, very dangerous and annoying while driving!",0,
"I use this app multiple times daily, as I'm a traveling therapist and rely on the time display feature on the directions view page to ensure I'm prompt to visits. It's too dangerous to keep swiping back to the map view to see my ETA when I encounter traffic. Please consider adding the time display back on the directions page. Another recent issue I have encountered is that this app does not remember recent addresses anymore. Are used to just be able to type in the street name, and the most recent address will pop up. While this may not seem like a big deal, again, I am a traveling therapist and drive to the same destinations fairly frequently. Please also bring back intuitive input for addresses.",0,
"All of a sudden, the app decided to ""clean"" itself several days ago. I tried turning the phone off and on, uninstalling and reinstalling the app- nothing worked. Finally, last night, it seemingly spontaneously fixed itself! It wasn't working for about 3 days. I'm so glad it's working, because I use it daily- SO MUCH BETTER than the pre-installed maps app! Still has some quirks for NYC driving. For example, it sometimes thinks I'm on the expressway, when I'm actually on the service road, or vice versa- it thinks I am on the street UNDER the elevated roadway or bridge, instead of over/on it- frustrating, but I don't know whether that issue can be remedied. Overall, still my favorite.",1,Sorry to hear about this issue. Can you try turning your device completely off and then back on?
"The app is great and everything, but there is this issue that I've been experiencing in the app for almost 1 year and I kept thinking to myself that ok obviously one day they will notice it and fix it, but till now, it hasn't been addressed. It happens occasionally that when I zoom in and out in the map view, and I'm trying to pinpoint or zoom in to a specific location, during the zoom process, the view glitches and the map view moves far away from where I'm actually zooming, so I have to zoom out to get back to where I was, and then zoom in again, hoping this bug doesn't occur again. I know it's a small issue but it really gets so frustrating. Thank you.",0,
"I usually don't complain much but I live in Peachtree city and one of our main ways of transportation is the golfcart and golfcart paths. A lot of times, they can be hard to navigate and the only golfcart navigation app I've found doesnt even give you directions or to be able select a location to go to(all it does is let you put ""pins"" around temporarily). I know that most of us know our way around but for those of us learning how to drive it can be confusing and difficult, seeing as the town mostly looks the same from the golfcart path: forest and backyards. Please look into adding a feature for this? Thanks so much for reading. Otherwise this is a great navigation app. 😊",0,
"This is a first version of Google Maps which supports CarPlay. I was so excited to try it, on my Honda Accord 2017, but it did not go well... Two times the screen got frozen. Audio guidance was working, but the map was showing the same picture. Switching to other apps and back did not work either, so I had to disconnect my phone completely. Beside that, scrolling the map was not easy. You can do it when the car comes to a complete stop, but trying to scroll the map to check the traffic ahead is pretty dangerous when you are driving, as it requires a lot of attention. Another note is that I have not found an easy way to add a stop on my route (e.g. gas station or a restaurant). Hopefully it is gonna get better in next versions, but so far I am stick to Apple maps in my car.",0,
"I don’t know if they updated something to try and make their directions and routes better but honestly, it’s made it worse. I turned Google maps on during a rain storm to avoid any accidents that might be up ahead. So I trusted Google maps when it directed me down a different street than my normal route to school and instead of rerouting me to a faster route, I was taken down an even more backed up street. I ended up turning back around, going down my normal street and was able to avoid the mess Google maps was leading me towards. As I corrected my route, Google maps CONTINUED to try and get me to go around the other way. Because of Google maps, I wasted 10 minutes of my time and ended up going through a chaos just to get to my destination. I will no longer be using Google maps and do not trust it to take me to my destination.",1,Thank you for your review! Sorry to hear about this issue. Please copy and paste this Help Center link into your browser for some steps that might help improve your location accuracy: https://goo.gl/XlhhQr
"Ever since we moved to a new city we have had nothing but problems with this app. It will do this thing when we first turn it on and it just turns the screen in circles over and over. When we get on the highway it is constantly remeasuring distances (instead of subtracting we’ll get to a certain point and then it adds miles to our exit). I was going to hobby lobby and got directions, when I was close all I had to was cross the street, your app had me getting back on the highway, going two miles up, exiting, and then turning around to get to it through the back way. I have a picture if you’d like it. Luckily we’ve gotten our bearings with our new city, but it was really hard at first trying to get to places. The only reason I gave it two stars is because it’s still better than Apple Maps tbh",0,
"Love gmaps - puts all others to shame (I am looking at you apple). BUT, please, for the love of all that is holy, stop making us differentiate between the various global time zones (yes, it’s improved w/in the desktop browser UI, but could be better). Google knows more than Santa Claus, probably all the alphabet-soup of gov agencies combined (pun intended), or at least sooner, so why is “Estonia” and “Central West Africa” even popping up as options for me? I live in CST, I travel across N America most frequently - how about providing me the 6 time zones w/in N America at the top, with my home zone at the bottom (if I am selecting time zone, obviously it’s not my home zone - also, easiest to find the first and last on the list, ie, if my home zone is one of the zones I am looking for I know to drop to the bottom). Add a “more zones” link, with a space, below the initial list. It should be easy to query a users most frequent time zones over a period of time. Heck, provide an option for how far to look-back! I am not a programmer, but I cannot imagine this is a material UI update??",0,
"This company and its owner Fred Gaul literally saved me so much work and time trying to get my house up and ready to put on the market!!! I’m so grateful for such a professional job done and done so quickly!!! I would recommend using their services with a 10 plus star rating for their professionalism, efficiency, speed in getting the job done, and the help and direction from Fred with all the details, advice, suggestions and referrals of numerous local contractors to use in an expedient manner in aiding for a quick and professional job done !!! They were my guardian angels and I would have never been able to do it without them!!!",0,
"When using the app to discover new places on the map make sure you don’t put your thumb in the lower right corner of the screen as it will inadvertently center you on your location, I have done this hundreds of times and it is extremely frustrating. Also when updating information on a place, there are many options missing when you search for them mostly transit or train station and there is no way to comment back to mother google that you have a problem so that is disappointing. But the biggest thing missing in this app is the lack of updating transit for newly introduced service and not showing the lines on the map. St. Louis, Kansas City, and many other U. S. Cities do not have updated transit information that would make the app more useful.",0,
"I have had to delete this app several times hoping that reinstalling it would make it work. The location I can’t when I start my route is over two or three blocks from my actual location. I used to be able to put in my destination and it would give me route options. Now I put in my destination and it wants me to pick up my current location before giving me a route. Then there is about a 10 second lag between putting in my destination, current location and waiting for it to give me a possible route. Even when I finally get through all of these steps the problem is still unable to be followed because the locator thinks I am either south or west from my actual location. I have checked the phone and reinstall the app several times. Nothing seems to work. I have an iPhone 6 S plus.",1,"Thank you for letting us know about this issue, and your patience as we fixed the problem. We appreciate it! With the latest update, Google Maps should now be working as usual."
"Google maps used to be my go to as the Apple maps app always seemed to have problems for me, but now I’m left with no adequate map apps. Two main problems have made google maps unusable. First, after following a direction it takes waayyy too long to update the map and tell me the next direction I need, so I end up either scrolling ahead (inconvenient while driving and then when it finally realizes I’ve already done the last step it’ll update and I’ll be one step ahead) or missing my turn/exit. Second, some foresight in the instructions would be nice, in LA there’s often sections where you have to first be on the correct side of the highway then quickly choose one of 2-5 options. all g maps will tell me is which side of the highway I should be on without telling me what my immediate next move is, or tell me the name of one thing to indicate the general side I should be on then tells me I’m supposed to take a different ramp that’s impossible or would require a dangerous swerve. Add that to the first problem and you get the same result of missing the turn/exit. I’ve been waiting to see if an update would come out to fix these very irritating issues but none of the latest have done any good.",0,
On 9 October I received my delivery for my living room set which I purchased from value city furniture. as a veteran of the United States Army the people in the store treated me with so much respect in regards to their gratitude for my service to the greatest nation on earth United States of America. this afternoon to young man delivered my set they displayed a high level of courtesy professionalism with a friendly attitude. I like to thank them for the way they treated my home because of these two young men in the future I will always consider value city furniture as a place to purchase items for my home. thank you sincere satisfied customer James,0,
"Over the course of about a month I have noticed this application not operating properly. I do service work out of a work van, so needless to say I am always on the go and I use google maps daily. But to get to the point, when I enter a destination it will be five the correct route to it, but it will then say it will take 2 days to get there. Obviously that is not the case because I don’t usually leave the state I work out of. I am forced to use the default apple maps application until this is fixed because I not only use google maps for the best route, I also use it to see if any particular way I want to drive has traffic at the time of my travel. I know you guys will fix this, but it is just a shame because I don’t like apple maps. ( Although I do like how they integrate the speed limit in the application, real time as you drive. )",0,
"I love the google maps and use it often can’t believe you get so much for free but would be nice to have a few features I’m positive google has available....speed limits for roads and showing state lines and times zones would be great...also navigation filters that allow for bigger trucks with trailers to navigate with such as weight limits and top speeds that effect route also road that do not allow trucks... I drive a truck for a living and currently garmin has the only navigation that offers these settings...there are other things I would love to see and would gladly pay money, data usage and phone memory to have them added...",1,"Speed limits in navigation should be available in your country! Thank you for your patience as we roll this feature out. To use this feature (once it’s available to you) in the latest version of Google Maps just start driving navigation. In some locations, the maximum speed limit appears as a black and white box. In other locations, the maximum speed limit may appear as a red and white circle. You can learn more about this feature in this Google Maps Help Center article: https://support.google.com/maps/answer/3273406"
"This app is a waste of time. It finds ways to make you late to your destination. It has told me to go east on the highway for a couple miles, then tells me to get off and go west. In rush hour traffic. More than once! Another example: I was driving to a destination I’m pretty familiar with so I was spared this ridiculous task. Driving straight down a street and the app tells me I have to turn left to make a u-turn and make a left AGAIN onto the same street I was already on. Very frustrating. Sometimes driving down the highway, the app will apparently forget where it is and start navigating me in a completely different area for a few seconds and then readjust to the current location. It also will either repeat your next move 98 times or tell you AFTER you’ve passed the turn/exit/etc. Never a simple experience with this stupid app.",0,
"It’s a good app that is very simple to use. But aside from destinations, it also gives you the ability to schedule stops before arriving to your last destination. This helps when you have to drive long distances. It helps you find gas stations, food, coffee, etc...along the way. They have a review system that is good when trying to figure out what to eat or drink. Public transit and walking directions help a lot when you are in a city you don’t really know. The only problem here is that sometimes, the public transit routes aren’t visible through the satellite view. It’s inconsistent. For example, it always shows up for the city map in San Francisco, but when it comes to LA, it’s always a gamble. But you can always switch to the default view and it’ll show up. Directions are good and accurate. It shouldn’t leave you confused. But I think the best part is offline maps. Download an area when you have access to WiFi and then let it take you around. It works really well.",0,
"Google maps is the best way to get from point A to point B. It has more options and info than any other map app I’ve encountered. I would love if Google would keep adding. An addition I want to see is a “road trip” or “tour guide” mode, which will automatically scan your route for historical markers/locations &amp; fun facts, and give you a ten-second blip as you pass by, and an option to make a detour to it. That would be a great way to stay interested on your route, and learn something about history on the way. Also you could stop and smell the roses if you desire, making long drives more enjoyable.",0,
"We use goggle map. I often wonder how we got any where without this great app. One time in FL at Tampa it actually took me through turn after turn down town rather than the freeway. Is this because it might have been what was thought to be the shortest? In the same thought, we live in a small town, rather than using numbered highways nearby they direct through traffic down our small narrow streets. This is crazy and needs to be addressed. In the winter we have one man with a pickup truck to plow, very narrow streets then. In the other months children ride bikes, people walk,  the mailman stopping at boxes, streets may be made even more narrow by parked cars. Who would I address to get this fixed? Thank you.",0,
"My husband and I love T-Rx pharmacy I am so glad they take my insurance. They take great care of my husband and all of his needs. He is a cancer patient who’s needs are always taken care every time we go there they go above and beyond to make him feel welcomed and taken care of. I love that they are able to deliver his medications and give him the attention and knowledge of all of his medications we feel very comfortable at there business and feel truly blessed with all they do. There is never a long wait to have his medications filled. I highly recommend T-RX pharmacy they get two 👍👍 thumbs up from us. Thank you so much! Sincerely, Calderon Family",0,
"I really like this app.  I use it almost daily!! The best feature is that is gives you directions based on traffic which is awesome!! However, the amount of times I desperately need direction and the little arrow either isn’t keeping up with my current location or has me in a completely different area is kind of ridiculous.  It usually happens around the time that the app needs to be updated ... it’s like they do it on purpose.  But for two days straight now I needed directions and couldn’t get them because the location the app had me at wasn’t my current location.  And yes I have my location turned on my phone, and no it wasn’t my phone because I used another directions app just fine.  Fix it.",0,
"It’s been a consistent headache of glitch and lack of updating location Updated reply: to this day I either have a “Network error and touch to reply” but when you click it does nothing. I have to force close it to then get a new updated signal to start working again. As far as the update recently it still does not work as it used to be. The app itself does not know how to properly identity which way I am heading until I move more than a block and that’s an issue in heavy populated area as well as the constant updates it does not do. For example, I head down A street, but I see traffic that google maps does not detect so I turn into street B to skip 5 streets of heavy traffic and it does not update my path. I have to stop navigation and refresh address location.",1,Thank you for reporting this issue. Are you still experiencing this on version 4.49 of Google Maps?
"I rely heavily on this map since I’m a truck driver and since the updates, the maps will be upside down and I’m think I have to take a left when I’m supposed to take a right. I have to keep turning the map right side up so I can follow it easier. Is there any way to keep the map or the pointer pointing upward so it’ll be easier to follow and know which way to turn. And lately it hasn’t been letting me know of a traffic jam or a back up from a wreck so I end up getting stuck in it. It use to let me know ahead of time and I can look for other ways around it. The app is up to date as well. Hopefully this will be a simple fix for the developers.",0,
"I updated to most recent version of google maps because the version I was running kept showing my car location and direction going in the opposite direction of where I was headed. It’s a simple drive into the city of Boston from my job north of the city by about 60 miles. Yes, I know the way but there are different ways to get home depending on traffic, and the map kept telling me to get off at the exit on the other side of the highway and turn around! Anyways, Updated the app which seemed to fix the problem but what was lost in the ‘upgrade’ was my hundreds of favorite places I would either love to go to or have visited in the world, plus hundreds of cemetery locations that chronicled my ancestral emigration from Europe to the U.S. since 1634. A REAL bummer....  is there a toll free number to call for answers from a real person at google? Thanks GOOGLE.",0,
"1.Recently there is a distant gap between the title of some locations,places or cities and the real location of them on the map! I hope that this problem is temporarly and get fixed soon. 2.I’ve updated my google maps app a few month ago and suddenly after the update I noticed that lots of my saved places just disapeared on my saved list! I’m totally sure that I have done nothing by fault or deleting them accidentally! Just want to share my expirence with the google team to fix the problem and help the app getting better and better. By the way thank you for your great app.",0,
"Are use the app daily. I’m on the road for about half of the day visiting clients and use the app even when I know where I’m going (route suggestions for heavy traffic, I live in the city of Chicago). Periodically (I can count on it for sure when there is an update) the setting for “Keep north up” turns back on. I always leave it off because I like it to face the direction that I am going. By walking it never seems to happen when it’s convenient to jump in and change it back. It’s always when traffic is slammed and I am taking an unfamiliar route. It’s as if I have a spiteful ex-girlfriend working at google who likes to play petty little tricks on me every once in a while.",0,
"(Update) The saves places not appearing has been fixed in the latest release. Additionally, I received a response from Google on my original review. Lots of respect for the quick fix and app update, and the response to my review. — Not sure what update changed this, but the primary reason to use the google maps over Waze was for the ability to save places and see them on the map. This was the best way to hear about a good place (food or otherwise), save it, and then remember it weeks or months later. Until this feature is back up and running, this app will be average.",1,"Thank you for your patience as we worked on this problem. With the latest app release, this issue should now be resolved, and your saved locations should once again be visible. Please ensure your Map is up to date with this Google Maps Help Center link: https://support.google.com/maps/answer/3615175?co=GENIE.Platform%3DiOS&amp;oco=0. We appreciate your patience while this investigated and please let us know if you continue to have issues with your saved places."
"I have used google maps for years and still do, but double and triple check the routes now after our family experience visiting Disney in Orlando FL.  After staying at a BNB nearby for our married children of four plus three grandchildren we found our routes were continuously changed to run down the busiest restaurant areas daily for the 7 days on our vacation.  When entering the destination it would always take the long route past all the restaurants and stop lights even after we figured out the best way to and from the Disney complex. Two of my son in law’s stated why does google send us through different routes every day to and from Disney???? It’s a scam by google maps who is paid by the industry to send the masses to return them the $$ they paid. This the reason why they bought Waze!",0,
I use google map all the time and I noticed it’s getting worse every week. It take forever to figure out what direction you are driving from a stop. Now I’m at a stop light and it reroutes me for no reason. It doesn’t take me to the exact location for residential homes but like a block away. I’m shocked to see I have to start using Apple map now for some location. Yeah I said it Apple map 😱.  Apple map doesn’t have all the bells and whistles but at least it it can locate me more accurately than google maps has lately. Fix it!! Update: It’s gotten worse. Just when I thought it couldn’t get any worse it does. Completely garbage now. If you have an iPhone I’d recommend using the stock map or Waze. Google map will get you killed. It literally could.  Told me to go up a street that was one way. Luckily I didn’t trust this app as j in use too.,1,"Thank you for your review! Sorry to hear about this issue. Please copy and paste this Help Center link into your browser for some steps that might help improve your location accuracy: https://goo.gl/XlhhQr  Also, please check out this Help Center link for some tips that might help enhance applications speeds as this will affect Maps as well: https://goo.gl/GW6uOo"
"Google maps. Thank the Lord they exist!!  My husband states I can’t find my way out of a paper bag.  He’s right!  I alway have the same starting point for anyplace I go. If I go to the grocery store I start from my home. If I go to the mall from the grocery store I go home first. If I go to the gas station from the mall I go home first.  Not now, I just traveled by myself 400 miles to a large metro area. I scared to death I would go the wrong way. My city is 463 people. I followed google map through 3 states and here I am.  I didn’t get lost. I found motels. Gas stations and restaurants.  I was so simple to use. Thank you google I can start exploring and not be afraid anymore",0,
"Buying from buggy depot could not be better. i talked with travis several times and he took the time to answer each and every question i had in detail and really gave me the best advice possible and it wasnt always about selling me the most expensive product. when i had further questions he always got back to me within a few hours. my products arrived on time as promised. they everything you would ever need or want and are true experts and with all the mis-information floating around its nice to be able to talk to someone and get sound, honest advice. its with full confidence i would recommend buggy depot.",0,
"Google needs to step up their game with the number of waypoints (stops) you can add. I planned the route on my computer and it only allows 10 stops. Not helpful at all for longer trips where you want to see many different areas. Also... when sending the map to my phone from their link...  I click the link on my phone that was sent from google maps... it doesn’t come up on my phone and only reads “ unsupported link”. My only workaround is to copy the webpage link at the top and email it to myself. It wasn’t 100% perfect though, even though I had dragged the route a few times to take specific roads that I wanted, it’s still left out a few areas. I was forced to do it that way because Google didn’t allow enough waypoints. I believe it would have come through perfectly had I actually been able to put all of the stops without having to drag the route. If somebody at Google is reading this, please add a large number of stops. I have read all over the Internet where people are wanting this feature. If you do add more, please don’t just limit it at something small like 26 as Other map apps do. Make it 100. There’s no reason to limit it.",0,
"…to screw up a perfectly good thing. Google undoubtedly got into a money squabble with Wikipedia (like Google isn't making too much money already) and—like the petulant, spoiled brat they are—decided to ""take their ball and go home"", leaving us without the embedded Wikipedia data on our maps. Google is either too stupid, too lazy, or (more likely) BOTH to research and input any data on towns—apart from that desperately-needed information concerning average wait times in a million restaurants 🙄—so we're left with the option of finding it on our own using the Wikipedia app AND Google Maps. Here's to hoping someone else comes out with a map app that (1) doesn't steal and farm out your private data to the highest bidder and (2) isn't so money-hungry that they need yet another billion dollars in their pocket before doing something their huge database of minions would like. Idiots.",0,
